school_id,id_2,name,type_name,address,admissions,belong,central,city_id,city_name,code_enroll,content,county_id,create_date,data_code,department,dual_class,dual_class_name,email,f211,f985,is_ads,is_recruitment,is_video,is_seal,level,level_name,logo,num_academician,num_doctor,num_lab,num_library,num_master,num_subject,phone,province_id,province_name,school_nature,school_nature_name,school_type,school_type_name,short,site,status,town_name,type,_id
1328,gkschool1328,黑龙江外国语学院,语言类,黑龙江省哈尔滨市利民开发区师大南路1号,2,黑龙江省教育厅,2,2301,哈尔滨市,1329600,黑龙江外国语学院(以下简称“龙外”)是经国家教育部批准设立的全日制普通本科高校。是黑龙江省唯一一所外语类普通本科院校。学校坐落于“北国冰城”——哈尔滨，始创于1993年，2003年,0,1996,232001201,2,38003,,starcollege@126.com,2,2,1,1,1,1,2001,普通本科,,0,0,0,0,0,0,"0451-88121000,0451-88121111","[""province_id""]",黑龙江,36001,民办,6000,普通本科,"龙外,HIU",http://www.hiu.edu.cn,1,,5005,ObjectId(5ceecb46782ac34b5ccea882)
633,gkschool633,广州工商学院,财经类,校本部（花都校区）：广州市花都区狮岭镇海布光明路5号；三水校区：佛山市三水区乐平镇范湖三花公路中23号,2,广东省教育厅,2,4401,广州市,1371400,"广州工商学院是教育部批准设立的民办全日制普通本科院校,创建于1995年，2004年独立设置为广州工商职业技术学院，2014年5月升格本科并更名为广州工商学院。学院现有广州花都和佛山三水",0,1995,442009900,2,38003,,gzgszb@126.com,2,2,2,1,1,1,2001,普通本科,,0,0,0,100,0,0,"020-86914402,020-86929603","[""province_id""]",广东,36001,民办,6000,普通本科,广工商,http://www.gzgs.org.cn/zsb,1,,5006,ObjectId(5ceecb46782ac34b5ccea883)
2855,gkschool2855,河北环境工程学院,综合类,河北省秦皇岛市北戴河区金港大道8号,2,河北省教育厅,2,1303,秦皇岛市,5172100,地理位置：河北环境工程学院坐落在气候宜人、环境优美的避暑圣地河北省秦皇岛市北戴河区，拥有得天独厚的区位优势。秦皇岛是河北省省辖市，中国首批沿海开放城市之一，北方重要的,0,1981,137001200,2,38003,,emcczs@sohu.com,2,2,1,1,1,1,2001,普通本科,,0,0,0,0,0,0,"0335-7815777,0335-7815802","[""province_id""]",河北,36000,公办,6000,普通本科,,http://www.emcc.cn,1,,5000,ObjectId(5ceecb46782ac34b5ccea884)
2691,gkschool2691,重庆交通职业学院,理工类,重庆双福新区学院大道7号,2,重庆市教育委员会,2,5001,重庆市,1426700,重庆交通职业学院是经重庆市人民政府批准设立，教育部备案的全日制普通高等院校。学校坐落于重庆双福新区，占地896.5亩。全日制在校生11668人。学校坚持“立足交通、面向市场、服务社,500116,2007,507000800,2,38003,,139014267@qq.com,2,2,1,1,2,1,2002,专科（高职）,,0,0,0,0,0,0,023-63437777,"[""province_id""]",重庆,36001,民办,6001,专科（高职）,交职院,http://www.cqjy.edu.cn/,1,江津区,5001,ObjectId(5ceecb46782ac34b5ccea885)
726,gkschool726,河北旅游职业学院,综合类,河北省承德市高教园区,2,河北省教育厅,2,1308,承德市,1288700,河北旅游职业学院是河北省唯一以旅游命名，以培养旅游类、现代农业、现代管理和信息机电类高技能专门人才为主的综合性公办全日制高职院校，是河北省重点建设的示范性高等职业院校,0,1950,132009400,2,38003,,zhaoshengban2008@126.com,2,2,1,1,2,1,2002,专科（高职）,,0,0,0,60,0,0,"0314-2376888,0314-2376882,0314-2376899","[""province_id""]",河北,36000,公办,6001,专科（高职）,河北旅院,http://lqcx.hbtvc.com,1,,5000,ObjectId(5ceecb46782ac34b5ccea886)
2642,gkschool2642,承德护理职业学院,医药类,河北省承德市双桥区下二道河子,2,河北省教育厅,2,1308,承德市,1428100,承德护理职业学院建于1978年，原为承德卫生学校。2010年升格为专科层次的普通高等院校。学院坚持“以服务为宗旨、以就业为导向，以质量为根本、以特色促发展”的办学方针，坚持“立,0,1978,137000800,2,38003,,xingwu_b@126.com,2,2,1,1,2,1,2002,专科（高职）,,0,0,0,0,0,0,"0314-2157600,0314-2158003","[""province_id""]",河北,36000,公办,6001,专科（高职）,承德护理学院,http://www.cdwx.cn,1,,5003,ObjectId(5ceecb47782ac34b5ccea887)
1214,gkschool1214,集美大学诚毅学院,其他,福建省厦门市集美区集美大道199号,2,福建省教育厅,2,3502,厦门市,1347100,集美大学诚毅学院创办于2003年，是经国家教育部批准，由集美大学与福建集美大学教育发展基金会合作举办的独立学院，属全日制本科学历教育。其举办者集美大学，是福建省属公办全日制,0,2003,352000401,2,38003,,cyzsb@jmu.edu.cn,2,2,1,1,1,1,2001,普通本科,,0,0,0,100,0,0,"0592-6182895,0592-6183328","[""province_id""]",福建,36000,公办,6002,独立学院,集大诚毅,http://chengyi.jmu.edu.cn/,1,,5012,ObjectId(5ceecb47782ac34b5ccea888)
1888,gkschool1888,厦门大学嘉庚学院,综合类,福建省·招商局漳州开发区厦门大学漳州校区嘉庚学院,2,福建省教育厅,2,3506,漳州市,1346900,厦门大学嘉庚学院创办于2003年，是经国家教育部批准，由教育部直属重点大学厦门大学和厦门嘉庚教育发展有限公司共同举办的，按新机制和新模式运作的独立学院。2010年7月，学校获评“,0,2003,352008700,2,38003,,admissions@xujc.com,2,2,2,1,1,1,2001,普通本科,,0,0,0,0,0,0,"0596-6288416,0596-6288814","[""province_id""]",福建,36001,民办,6002,独立学院,厦大嘉庚,http://zsb.xujc.com,1,,5000,ObjectId(5ceecb47782ac34b5ccea889)
1530,gkschool1530,河南师范大学新联学院,师范类,郑州校区地址：河南省郑州市郑东新区郑开大道50号;新乡校区地址：河南省新乡市国家新乡经济技术开发区,2,河南省教育厅,2,4101,郑州市,1350200,河南师范大学新联学院是2003年经中华人民共和国教育部批准的具有学士学位授予权的全日制公益性本科院校。学校现有郑州、新乡两个校区，占地面积961亩，总建筑面积64万平方米，全日制,0,2003,412010100,2,38003,,xlxyzs@163.com,2,2,1,1,1,1,2001,普通本科,,0,0,0,183,0,0,"0371-85302888,0371-3329008","[""province_id""]",河南,36001,民办,6002,独立学院,河师大新联学院,http://www.xlxy.edu.cn,1,,5004,ObjectId(5ceecb47782ac34b5ccea88a)
653,gkschool653,防灾科技学院,理工类,北京东燕郊国家高新技术产业开发区学院大街465号,2,中国地震局,1,1310,廊坊市,1177500,防灾科技学院隶属于中国地震局，是全国仅有的以防灾减灾高等教育为主、学科门类齐全的综合性全日制普通高等学校。学院始建于1975年。学院面向全国招生，现有全日制在校生8000余人。,0,1975,132001300,2,38003,,fzzsb@126.com,2,2,1,1,1,1,2001,普通本科,,0,0,0,71,0,0,"010-61596244,010-61595011","[""province_id""]",河北,36000,公办,6000,普通本科,"防灾学院,IDP",http://www.cidp.edu.cn,1,,5001,ObjectId(5ceecb47782ac34b5ccea88b)
102,gkschool102,厦门大学,综合类,福建省厦门市思明区思明南路422号,1,教育部,2,3502,厦门市,1038400,厦门大学(XiamenUniversity)，简称厦大(XMU)，由著名爱国华侨领袖陈嘉庚先生于1921年创办，是中国近代教育史上第一所华侨创办的大学，也是国家“211工程”和“985工程”重点建设的高水平大学,0,1921,352000100,2,38001,双一流,zs@xmu.edu.cn,1,1,2,1,1,1,2001,普通本科,,21,33,16,460,52,24,"0592-2188888,0592-2180256","[""province_id""]",福建,36000,公办,6000,普通本科,xmu,https://zsb.xmu.edu.cn/,1,,5000,ObjectId(5ceecb49782ac34b5ccea88c)
42,gkschool42,武汉大学,综合类,湖北省武汉市武昌区八一路299号,1,教育部,2,4201,武汉市,1048600,江城多山，珞珈独秀;山上有黉，武汉大学。武汉大学是国家教育部直属重点综合性大学，是国家“985工程”和“211工程”重点建设高校，是首批“双一流”建设高校。武汉大学溯源于1893年,0,0000,422000100,1,38001,双一流,wlxxs@whu.edu.cn,1,1,1,1,1,1,2001,普通本科,,17,46,24,1002,57,36,027-68754231,"[""province_id""]",湖北,36000,公办,6000,普通本科,武大,http://www.whu.edu.cn/,1,,5000,ObjectId(5ceecb49782ac34b5ccea88d)
99,gkschool99,四川大学,综合类,四川省成都市一环路南一段24号,1,教育部,2,5101,成都市,1061000,岷峨挺秀，锦水含章。巍巍学府，德渥群芳。四川大学是教育部直属全国重点大学，是国家布局在中国西部的重点建设的高水平研究型综合大学。四川大学地处中国历史文化名城——“天府,0,0000,512000100,1,38001,双一流,nic8401@scu.edu.cn,1,1,1,1,1,1,2001,普通本科,,15,45,19,700,0,48,"028-86081605,028-86080605","[""province_id""]",四川,36000,公办,6000,普通本科,scu,http://zs.scu.edu.cn,1,,5000,ObjectId(5ceecb49782ac34b5ccea88e)
31,gkschool31,北京大学,综合类,北京市海淀区颐和园路5号,1,教育部,2,1101,北京市,1000100,北京大学创办于1898年，初名京师大学堂，是中国第一所国立综合性大学，也是当时中国最高教育行政机关。辛亥革命后，于1912年改为现名。作为新文化运动的中心和“五四”运动的策源地,110108,0000,112000100,1,38001,双一流,bdzsb@pku.edu.cn,1,1,1,1,1,2,2001,普通本科,,58,48,47,703,50,49,"010-62751407,010-62554332","[""province_id""]",北京,36000,公办,6000,普通本科,pku,http://www.gotopku.cn,1,海淀区,5000,ObjectId(5ceecb49782ac34b5ccea88f)
104,gkschool104,中山大学,综合类,广东省广州市新港西路135号,1,教育部直属综合性重点大学,2,4401,广州市,1055800,中山大学由孙中山先生创办，有着一百多年办学传统。作为中国教育部直属高校，通过部省共建，中山大学已经成为一所国内一流、国际知名的现代综合性大学。现由广州校区、珠海校区、,0,1924,442000100,1,38001,双一流,adado@mail.sysu.edu.cn,1,1,2,1,1,1,2001,普通本科,,13,49,21,632,56,40,"020-84036491,020-84111598","[""province_id""]",广东,36000,公办,6000,普通本科,中大,http://admission.sysu.edu.cn,1,,5000,ObjectId(5ceecb49782ac34b5ccea890)
140,gkschool140,清华大学,理工类,北京市海淀区清华园1号,1,教育部,2,1101,北京市,1000300,清华大学的前身清华学堂始建于1911年，1912年更名为清华学校。1928年更名为国立清华大学。1937年抗日战争全面爆发后南迁长沙，与北京大学、南开大学组建国立长沙临时大学，1938年迁至昆,110108,1911,112000300,1,38001,双一流,zsb@mail.tsinghua.edu.cn,1,1,2,1,1,2,2001,普通本科,,66,55,61,400,63,39,"010-62782051,010-62770334","[""province_id""]",北京,36000,公办,6000,普通本科,北京清华,http://www.join-tsinghua.edu.cn,1,海淀区,5001,ObjectId(5ceecb49782ac34b5ccea891)
114,gkschool114,浙江大学,综合类,浙江省杭州市西湖区余杭塘路388号,1,教育部,2,3301,杭州市,1033500,浙江大学是一所历史悠久、声誉卓著的高等学府，坐落于中国历史文化名城、风景旅游胜地杭州。浙江大学的前身求是书院创立于1897年，为中国人自己最早创办的新式高等学校之一。1928年,0,0000,332000100,1,38001,双一流,zsc@zju.edu.cn,1,1,2,1,1,1,2001,普通本科,,26,54,28,584,60,60,"0571-87951006,0571-88981979","[""province_id""]",浙江,36000,公办,6000,普通本科,zju,http://zdzsc.zju.edu.cn,1,,5000,ObjectId(5ceecb4a782ac34b5ccea892)
123,gkschool123,中南大学,综合类,湖南省长沙市麓山南路932号,1,教育部,2,4301,长沙市,1053300,中南大学坐落在中国历史文化名城──湖南省长沙市，占地面积5886亩，建筑面积276万平方米，跨湘江两岸，依巍巍岳麓，临滔滔湘水，环境幽雅，景色宜人，是求知治学的理想园地。中南大,0,2000,432000100,1,38001,双一流,admis@csu.edu.cn,1,1,1,1,1,1,2001,普通本科,,15,35,17,330,46,20,0731-88830995,"[""province_id""]",湖南,36000,公办,6000,普通本科,csu,http://zhaosheng.csu.edu.cn/,1,,5000,ObjectId(5ceecb4a782ac34b5ccea893)
126,gkschool126,山东大学,综合类,山东省济南市山大南路27号,1,教育部,2,3701,济南市,1042200,山东大学是一所历史悠久、学科齐全、学术实力雄厚、办学特色鲜明，在国内外具有重要影响的教育部直属重点综合性大学，是世界一流大学建设高校(A类)。山东大学是中国近代高等教育的,0,0000,372000100,1,38001,双一流,sdbkzs@sdu.edu.cn,1,1,2,1,1,1,2001,普通本科,,45,44,21,792,55,27,0531-88364787,"[""province_id""]",山东,36000,公办,6000,普通本科,山大,http://www.bkzs.sdu.edu.cn/,1,,5000,ObjectId(5ceecb4a782ac34b5ccea894)
111,gkschool111,南京大学,综合类,仙林校区地址：江苏省南京市仙林大道163号;鼓楼校区地址：江苏省南京市汉口路22号,1,教育部,2,3201,南京市,1028400,南京大学坐落于钟灵毓秀、虎踞龙蟠的金陵古都，是一所历史悠久、声誉卓著的百年名校。其前身是创建于1902年的三江师范学堂，此后历经两江师范学堂、南京高等师范学校、国立东南大学,0,1902,322000100,1,38001,双一流,bkzs@nju.edu.cn,1,1,1,1,1,1,2001,普通本科,,30,41,20,429,10,32,400-185-9680,"[""province_id""]",江苏,36000,公办,6000,普通本科,nju,http://bkzs.nju.edu.cn,1,,5000,ObjectId(5ceecb4a782ac34b5ccea895)
51,gkschool51,西南交通大学,理工类,四川省成都市高新区西部园区西南交通大学,1,教育部,2,5101,成都市,1061300,西南交通大学是教育部直属全国重点大学，国家首批“双一流”“211工程”“特色985工程”“2011计划”重点建设并设有研究生院的研究型大学，坐落于中国历史文化名城、国家中心城市——,0,0000,512000200,1,38000,双一流,zsks@swjtu.edu.cn,1,2,2,1,1,1,2001,普通本科,,37,19,4,700,39,7,"028-66366373,028-66366379,028-66368074","[""province_id""]",四川,36000,公办,6000,普通本科,西南交大,http://www.swjtu.edu.cn/,1,,5001,ObjectId(5ceecb4a782ac34b5ccea896)
125,gkschool125,上海交通大学,综合类,上海市东川路800号,1,教育部,2,3101,上海市,1024800,上海交通大学是我国历史最悠久、享誉海内外的著名高等学府之一，是教育部直属并与上海市共建的全国重点大学。经过122年的不懈努力，上海交通大学已经成为一所“综合性、研究型、国,310112,0000,312000300,1,38001,双一流,zsb@sjtu.edu.cn,1,1,2,1,1,1,2001,普通本科,,35,38,22,271,56,36,"021-34200000,021-34207255","[""province_id""]",上海,36000,公办,6000,普通本科,sjtu,http://admissions.sjtu.edu.cn,1,闵行区,5000,ObjectId(5ceecb4a782ac34b5ccea897)
118,gkschool118,苏州大学,综合类,天赐庄校区坐落于江苏省苏州市十梓街1号；独墅湖校区坐落于苏州工业园区仁爱路199号,1,江苏省教育厅,2,3205,苏州市,1028500,"苏州大学坐落于素有“人间天堂”之称的历史文化名城苏州，是国家“211工程”重点建设高校、“2011计划”首批入选高校，“双一流”建设入列高校,国防科技工业局和江苏省人民政府共建",0,0000,322001000,2,38000,双一流,zsb@suda.edu.cn,1,2,2,1,1,1,2001,普通本科,,7,28,2,400,51,8,"0512-67507943,0512-67507949","[""province_id""]",江苏,36000,公办,6000,普通本科,苏大,http://zsb.suda.edu.cn,1,,5000,ObjectId(5ceecb4a782ac34b5ccea898)
934,gkschool934,西南大学,综合类,重庆市北碚区天生路2号,1,教育部,2,5001,重庆市,1063500,"西南大学(SouthwestUniversity)是教育部直属，教育部、农业部、重庆市共建的重点综合大学，是国家""211工程""和""985工程优势学科创新平台""建设高校。学校主体位于重庆市北碚区，",500109,1906,502000200,1,38000,双一流,zs2006@swu.edu.cn,1,2,1,1,1,1,2001,普通本科,,3,28,2,380,51,6,"023-68252513,023-68250942","[""province_id""]",重庆,36000,公办,6000,普通本科,西南农业大学,http://www.swu.edu.cn/,1,北碚区,5000,ObjectId(5ceecb4a782ac34b5ccea899)
132,gkschool132,复旦大学,综合类,上海市杨浦区邯郸路220号,1,教育部,2,3101,上海市,1024600,复旦大学校名取自《尚书大传》之“日月光华，旦复旦兮”，始创于1905年，原名复旦公学，1917年定名为复旦大学，是中国人自主创办的第一所高等院校。上海医科大学前身是1927年创办的国,310110,1905,312000100,1,38001,双一流,admission@fudan.edu.cn,1,1,2,1,1,1,2001,普通本科,,29,35,26,445,41,41,"021-55666668,021-55664345","[""province_id""]",上海,36000,公办,6000,普通本科,复大,http://www.fudan.edu.cn,1,杨浦区,5000,ObjectId(5ceecb4b782ac34b5ccea89a)
119,gkschool119,重庆大学,综合类,重庆市沙坪坝区沙正街174号,1,教育部,2,5001,重庆市,1061100,重庆大学是教育部直属的全国重点大学，是国家“211工程”和“985工程”重点建设的高水平研究型综合性大学，是国家“世界一流大学建设高校(A类)”。学校地处国家西南工商业重镇、长江,500106,1929,502000100,1,38001,双一流,zhaosheng@cqu.edu.cn,1,1,1,1,1,1,2001,普通本科,,24,32,11,410,55,18,"023-65102371,023-65102370","[""province_id""]",重庆,36000,公办,6000,普通本科,cqu,http://zhaosheng.cqu.edu.cn,1,沙坪坝区,5000,ObjectId(5ceecb4b782ac34b5ccea89b)
62,gkschool62,郑州大学,综合类,郑州市科学大道100号,1,河南省人民政府,2,4101,郑州市,1045900,郑州大学(简称郑大，英文简称：ZZU)由河南省人民政府举办，法定住所地为河南省郑州市科学大道100号。学校总占地面积5700余亩，现有四个校区：主校区(郑州市科学大道100号)、南校区(郑州,0,1956,412000100,2,38001,双一流,,1,2,2,1,1,1,2001,普通本科,,20,30,4,714,59,0,"0371-67781111,0371-67731111,0371-67783333","[""province_id""]",河南,36000,公办,6000,普通本科,河南医科大学,http://ao.zzu.edu.cn,1,,5000,ObjectId(5ceecb4b782ac34b5ccea89c)
391,gkschool391,南华大学,综合类,湖南省衡阳市蒸湘区常胜西路28号,2,湖南省教育厅,2,4304,衡阳市,1055500,南华大学是国家工业和信息化部、国防科技工业局、中国核工业集团公司、中国核工业建设集团公司与湖南省人民政府共建的综合性大学。学校由中南工学院与衡阳医学院合并组建，核工业,0,1958,432000700,2,38003,,zs@usc.edu.cn,2,2,1,1,1,1,2001,普通本科,,0,5,0,85,24,1,"0734-8282553,0734-8282711","[""province_id""]",湖南,36000,公办,6000,普通本科,usc,http://www.usc.edu.cn/,1,,5000,ObjectId(5ceecb4b782ac34b5ccea89d)
60,gkschool60,天津大学,理工类,天津市南开区卫津路92号,1,教育部,2,1201,天津市,1005600,天津大学是教育部直属国家重点大学，其前身为北洋大学，始建于1895年10月2日，是中国第一所现代大学，素以“实事求是”的校训、“严谨治学”的校风和“爱国奉献”的传统享誉海内外。,120104,0000,122000200,1,38001,双一流,tdzb@tju.edu.cn,1,1,2,1,1,1,2001,普通本科,,29,28,14,263,37,25,"022-27405486,022-27401800","[""province_id""]",天津,36000,公办,6000,普通本科,tju,http://www.tju.edu.cn/,1,南开区,5001,ObjectId(5ceecb4b782ac34b5ccea89e)
105,gkschool105,华南理工大学,理工类,广东省广州市天河区五山路381号,1,教育部,2,4401,广州市,1056100,华南理工大学是直属教育部的全国重点大学，坐落在南方名城广州，占地面积约391万平方米。校园分为三个校区，五山校区位于广州市天河区石牌高校区，校园内湖光山色、绿树繁花，民族,0,1952,442000200,1,38001,双一流,admit@scut.edu.cn,1,1,2,1,1,1,2001,普通本科,,9,25,7,366,42,9,"020-87110737,020-87111502","[""province_id""]",广东,36000,公办,6000,普通本科,scut,http://admission.scut.edu.cn/,1,,5001,ObjectId(5ceecb4b782ac34b5ccea89f)
122,gkschool122,吉林大学,综合类,前卫南区：长春市前进大街2699号;前卫北区：长春市解放大路123号,1,教育部,2,2201,长春市,1018300,吉林大学是教育部直属的全国重点综合性大学，坐落在吉林省长春市。学校始建于1946年，1960年被列为国家重点大学，1984年成为首批建立研究生院的22所大学之一，1995年首批通过国家教委“2,0,1946,222000100,1,38001,双一流,gkzx@jlu.edu.cn,1,1,1,1,1,1,2001,普通本科,,24,48,25,698,60,26,"0431-85166420,0431-85166226","[""province_id""]",吉林,36000,公办,6000,普通本科,jlu,http://zsb.jlu.edu.cn,1,,5000,ObjectId(5ceecb4c782ac34b5ccea8a0)
127,gkschool127,华中科技大学,理工类,湖北省武汉市洪山区珞喻路1037号；湖北省武汉市汉口航空路13号,1,教育部,2,4201,武汉市,1048700,华中科技大学是国家教育部直属重点综合性大学，由原华中理工大学、同济医科大学、武汉城市建设学院于2000年5月26日合并成立，是国家“211工程”重点建设和“985工程”建设高校之一，是,0,2000,422000300,1,38001,双一流,zs@hust.edu.cn,1,1,2,1,1,1,2001,普通本科,,15,40,16,579,45,24,"027-87557014,027-87542228","[""province_id""]",湖北,36000,公办,6000,普通本科,hust,http://www.hust.edu.cn/,1,,5001,ObjectId(5ceecb4c782ac34b5ccea8a1)
499,gkschool499,青岛大学,综合类,青岛大学博文楼201A,2,山东省教育厅,2,3702,青岛市,1106500,青岛大学位于历史文化名城青岛，背依浮山，面向黄海，承载着深厚的传统文化，也充满了浓郁的时代气息。学校是山东省属重点综合大学，山东省首批应用基础型人才培养特色名校建设单,0,1909,372000300,2,38003,,qdubkzs@163.com,2,2,1,1,2,1,2001,普通本科,,0,13,2,300,37,2,"0532-83780009,0532-83780001","[""province_id""]",山东,36000,公办,6000,普通本科,青大,http://www.qdu.edu.cn,1,,5000,ObjectId(5ceecb4c782ac34b5ccea8a2)
